Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
WAILORD,170,90,45,90,45,60,WATER,,322117,288711,544,530.71875
NUMEL,60,60,40,65,45,35,FIRE,GROUND,229876,298221,324,920.4351851851852
CAMERUPT,70,100,70,105,75,40,FIRE,GROUND,388058,225062,344,654.25
TORKOAL,70,85,140,85,70,20,FIRE,,346718,193890,344,563.6337209302326
SPOINK,60,25,35,70,80,60,PSYCHIC,,215104,291696,324,900.2962962962963
GRUMPIG,80,45,65,90,110,80,PSYCHIC,,250614,218305,364,599.739010989011
SPINDA,60,60,60,60,60,60,NORMAL,,232208,249396,324,769.7407407407408
TRAPINCH,45,100,45,45,45,10,GROUND,,226492,288711,294,982.0102040816327
VIBRAVA,50,70,50,50,50,70,GROUND,DRAGON,223910,274098,304,901.6381578947369
FLYGON,80,100,80,80,80,100,GROUND,DRAGON,281729,211299,364,580.4917582417582
CACNEA,50,85,40,85,40,35,GRASS,,264200,304502,304,1001.6513157894736
CACTURNE,70,115,60,115,60,55,GRASS,DARK,322470,249396,344,724.9883720930233
SWABLU,45,40,60,40,75,50,NORMAL,FLYING,192468,238408,294,810.9115646258504
ALTARIA,75,70,90,70,105,80,DRAGON,FLYING,262240,189210,354,534.4915254237288
ZANGOOSE,73,115,60,60,60,90,NORMAL,,372033,249396,350,712.56
SEVIPER,73,100,60,100,60,65,POISON,,286791,249396,350,712.56
LUNATONE,90,55,65,95,85,70,ROCK,PSYCHIC,277197,226029,384,588.6171875
SOLROCK,90,95,85,55,65,70,ROCK,PSYCHIC,360226,220406,384,573.9739583333334
BARBOACH,50,48,43,46,41,60,WATER,GROUND,165227,297491,304,978.5888157894736
WHISCASH,110,78,73,76,71,60,WATER,GROUND,215786,224777,424,530.1344339622641
CORPHISH,43,80,65,50,35,35,WATER,,200465,282908,290,975.5448275862069
CRAWDAUNT,63,120,85,90,55,55,WATER,DARK,264171,233041,330,706.1848484848484
BALTOY,40,40,55,40,70,55,GROUND,PSYCHIC,224198,249256,284,877.6619718309859
CLAYDOL,60,70,105,70,120,75,GROUND,PSYCHIC,300786,171606,324,529.6481481481482
LILEEP,66,41,77,61,87,23,ROCK,GRASS,199163,210093,336,625.2767857142857
CRADILY,86,81,97,81,107,43,ROCK,GRASS,250699,182423,376,485.1675531914894
ANORITH,45,95,50,40,50,75,ROCK,BUG,182295,274098,294,932.3061224489796
ARMALDO,75,125,100,70,80,45,ROCK,BUG,267803,196630,354,555.45197740113
FEEBAS,20,15,20,10,55,80,WATER,,86869,354662,244,1453.532786885246
MILOTIC,95,60,79,100,125,81,WATER,,246934,195565,394,496.3578680203046
CASTFORM,70,70,70,70,70,70,NORMAL,,252435,228692,344,664.8023255813954
KECLEON,60,90,70,60,120,40,NORMAL,,293635,208693,324,644.1141975308642
SHUPPET,44,75,35,63,33,45,GHOST,,207924,325680,292,1115.3424657534247
BANETTE,64,115,65,83,63,65,GHOST,,274956,240439,332,724.2138554216867
DUSKULL,20,40,90,30,90,25,GHOST,,150295,196339,244,804.6680327868852
DUSCLOPS,40,70,130,60,130,25,GHOST,,202875,153185,284,539.3838028169014
TROPIUS,99,108,83,72,87,51,GRASS,FLYING,301062,204167,402,507.87810945273634
CHIMECHO,75,50,80,95,90,65,PSYCHIC,,259556,205449,354,580.3644067796611
ABSOL,65,130,60,75,60,75,DARK,,270679,249396,334,746.6946107784431
WYNAUT,95,23,48,23,48,23,PSYCHIC,,4297,279751,394,710.0279187817259
SNORUNT,50,50,50,50,50,50,ICE,,166802,274098,304,901.6381578947369
GLALIE,80,80,80,80,80,80,ICE,,324411,211299,364,580.4917582417582
SPHEAL,70,40,50,55,50,25,ICE,WATER,173829,274098,344,796.796511627907
SEALEO,90,60,70,75,70,45,ICE,WATER,206734,228692,384,595.5520833333334
WALREIN,110,80,90,95,90,65,ICE,WATER,241913,196339,424,463.063679245283
CLAMPERL,35,64,85,74,55,32,WATER,,170467,233041,274,850.514598540146
HUNTAIL,55,104,105,94,75,52,WATER,,249608,198601,314,632.4872611464968
GOREBYSS,55,84,105,114,75,52,WATER,,270692,198601,314,632.4872611464968
RELICANTH,100,90,130,45,65,55,WATER,ROCK,314666,202615,404,501.5222772277228
LUVDISC,43,30,55,50,65,97,WATER,,165161,252541,290,870.8310344827586
BAGON,45,75,60,40,30,50,DRAGON,,228703,299066,294,1017.2312925170068
SHELGON,65,95,100,60,50,50,DRAGON,,266208,234590,334,702.3652694610779
SALAMENCE,95,135,80,110,80,100,DRAGON,FLYING,346629,211299,394,536.2918781725888
BELDUM,40,55,80,35,60,30,STEEL,PSYCHIC,178843,229669,284,808.693661971831
METANG,60,75,100,55,80,50,STEEL,PSYCHIC,312845,196630,324,606.8827160493827
METAGROSS,80,135,130,95,90,70,STEEL,PSYCHIC,461308,175254,364,481.467032967033
REGIROCK,80,100,200,50,100,50,ROCK,,372499,154312,364,423.9340659340659
REGICE,80,50,100,100,200,50,ICE,,263601,165054,364,453.44505494505495
REGISTEEL,80,75,150,75,150,50,STEEL,,317522,138137,364,379.49725274725273
LATIAS,80,80,90,110,130,110,DRAGON,PSYCHIC,312059,182062,364,500.1703296703297
LATIOS,80,90,80,130,110,110,DRAGON,PSYCHIC,349767,197764,364,543.3076923076923
KYOGRE,100,100,90,150,140,90,WATER,,445330,180360,404,446.43564356435644
GROUDON,100,150,140,100,90,90,GROUND,,360345,172326,404,426.5495049504951
RAYQUAZA,105,150,90,150,90,95,DRAGON,FLYING,402343,196339,414,474.2487922705314
JIRACHI,100,100,100,100,100,100,STEEL,PSYCHIC,313974,183369,404,453.88366336633663
DEOXYS,50,150,50,150,50,150,PSYCHIC,,417718,274098,304,901.6381578947369
TURTWIG,55,68,64,45,55,31,GRASS,,189607,249908,314,795.8853503184713
GROTLE,75,89,85,55,65,36,GRASS,,212163,220406,354,622.6158192090395
TORTERRA,95,109,105,75,85,56,GRASS,GROUND,301966,189829,394,481.7994923857868
CHIMCHAR,44,58,44,58,44,61,FIRE,,218233,291557,292,998.4828767123288
MONFERNO,64,78,52,78,52,81,FIRE,FIGHTING,295495,268775,332,809.5632530120482
INFERNAPE,76,104,71,104,71,108,FIRE,FIGHTING,366951,226857,356,637.2387640449438
PIPLUP,53,51,53,61,56,40,WATER,,183681,263187,310,848.9903225806452
PRINPLUP,64,66,68,81,76,50,WATER,,216114,226823,332,683.2018072289156
EMPOLEON,84,86,88,111,101,60,WATER,STEEL,359804,192607,372,517.760752688172
STARLY,40,55,30,30,30,60,NORMAL,FLYING,236695,342413,284,1205.6795774647887
STARAVIA,55,75,50,40,40,80,NORMAL,FLYING,281082,288100,314,917.515923566879
STARAPTOR,85,120,70,50,60,100,NORMAL,FLYING,381944,238037,374,636.4625668449198
BIDOOF,59,45,40,35,40,31,NORMAL,,200012,304502,322,945.6583850931677
BIBAREL,79,85,60,55,60,71,NORMAL,WATER,307647,249396,362,688.939226519337
KRICKETOT,37,25,41,25,41,25,BUG,,92790,301146,278,1083.2589928057555
KRICKETUNE,77,85,51,55,51,65,BUG,,204833,271448,358,758.2346368715084
SHINX,45,65,34,40,34,45,ELECTRIC,,164018,326160,294,1109.3877551020407
LUXIO,60,85,49,60,49,60,ELECTRIC,,194251,276969,324,854.8425925925926
LUXRAY,80,120,79,95,79,70,ELECTRIC,,266178,212937,364,584.9917582417582
BUDEW,40,30,35,50,70,55,GRASS,POISON,195659,294187,284,1035.869718309859
ROSERADE,60,70,65,125,105,90,GRASS,POISON,338939,219393,324,677.1388888888889
CRANIDOS,67,125,40,30,30,58,ROCK,,392343,322143,338,953.0857988165681
RAMPARDOS,97,165,60,65,50,58,ROCK,,481550,260712,398,655.0552763819095
SHIELDON,30,42,118,42,88,30,ROCK,STEEL,193522,181354,264,686.9469696969697
BASTIODON,60,52,168,47,138,30,ROCK,STEEL,204628,136376,324,420.91358024691357
BURMY,40,29,45,29,45,36,BUG,,74933,288711,284,1016.5880281690141
WORMADAM,60,59,85,79,105,36,BUG,GRASS,250551,194023,324,598.8364197530864
MOTHIM,70,94,50,94,50,66,BUG,FLYING,228693,274098,344,796.796511627907
COMBEE,30,30,42,30,42,70,BUG,FLYING,112542,297916,264,1128.469696969697
VESPIQUEN,70,80,102,80,102,40,BUG,FLYING,221343,181065,344,526.3517441860465
PACHIRISU,60,45,70,45,90,95,ELECTRIC,,162317,216994,324,669.7345679012345
BUIZEL,55,65,35,60,30,85,WATER,,213560,331223,314,1054.8503184713377
FLOATZEL,85,105,55,85,50,115,WATER,,283601,266877,374,713.5748663101605
CHERUBI,45,35,45,62,53,35,GRASS,,201080,279992,294,952.3537414965987
CHERRIM,70,60,70,87,78,85,GRASS,,250370,223130,344,648.6337209302326
SHELLOS,76,48,48,57,62,34,WATER,,177111,266950,356,749.8595505617977
GASTRODON,111,83,68,92,82,39,WATER,GROUND,238943,223356,426,524.3098591549295
AMBIPOM,75,100,66,60,66,115,NORMAL,,339940,236585,354,668.319209039548
DRIFLOON,90,50,34,60,44,70,GHOST,FLYING,248620,313168,384,815.5416666666666
DRIFBLIM,150,80,44,90,54,80,GHOST,FLYING,324134,280942,504,557.4246031746031
BUNEARY,55,66,44,44,56,85,NORMAL,,243813,279299,314,889.4872611464968
LOPUNNY,65,76,84,54,96,105,NORMAL,,288914,198583,334,594.5598802395209
MISMAGIUS,60,60,60,105,105,105,GHOST,,233092,227739,324,702.8981481481482
HONCHKROW,100,125,52,105,52,71,DARK,FLYING,369035,268775,404,665.2846534653465
GLAMEOW,49,55,42,42,37,85,NORMAL,,221259,305425,302,1011.341059602649
PURUGLY,71,82,64,64,59,112,NORMAL,,304166,245459,346,709.4190751445087
CHINGLING,45,30,50,65,50,45,PSYCHIC,,206324,274098,294,932.3061224489796
STUNKY,63,63,47,41,41,74,POISON,DARK,281165,290830,330,881.3030303030303
SKUNTANK,103,93,67,71,61,84,POISON,DARK,356012,240079,410,585.5585365853658
BRONZOR,57,24,86,24,86,23,STEEL,PSYCHIC,161959,202036,318,635.3333333333334
BRONZONG,67,89,116,79,116,33,STEEL,PSYCHIC,350192,165950,338,490.97633136094674
BONSLY,50,80,95,10,45,10,ROCK,,322733,246118,304,809.5986842105264
MIMEJR,20,25,45,70,90,60,PSYCHIC,FAIRY,215182,262200,244,1074.5901639344263
HAPPINY,100,5,5,15,65,30,NORMAL,,118176,445224,404,1102.039603960396
CHATOT,76,65,45,92,42,91,NORMAL,FLYING,300592,292704,356,822.2022471910112
SPIRITOMB,50,92,108,92,108,35,GHOST,DARK,242906,174230,304,573.125
GIBLE,58,70,45,40,45,42,DRAGON,GROUND,220519,288711,320,902.221875
GABITE,68,90,65,50,55,82,DRAGON,GROUND,255588,248897,340,732.05
GARCHOMP,108,130,95,80,85,102,DRAGON,GROUND,328214,195844,420,466.2952380952381
MUNCHLAX,135,85,40,40,85,5,NORMAL,,403068,276031,474,582.3438818565401
RIOLU,40,70,40,35,40,60,FIGHTING,,270284,304502,284,1072.1901408450703
LUCARIO,70,110,70,115,70,90,FIGHTING,STEEL,377044,228692,344,664.8023255813954
HIPPOPOTAS,68,72,78,38,42,32,GROUND,,184751,259387,340,762.9029411764706
HIPPOWDON,108,112,118,68,72,47,GROUND,,245556,196611,420,468.12142857142857
SKORUPI,40,50,90,30,55,65,POISON,BUG,125669,230333,284,811.0316901408451
DRAPION,70,90,110,60,75,95,POISON,DARK,212615,196355,344,570.7994186046511
CROAGUNK,48,61,40,61,40,50,POISON,FIGHTING,253847,304502,300,1015.0066666666667
TOXICROAK,83,106,65,86,65,85,POISON,FIGHTING,352545,238639,370,644.9702702702702
CARNIVINE,74,100,72,90,72,46,GRASS,,281330,225017,352,639.2528409090909
FINNEON,49,49,56,49,61,66,WATER,,166347,254069,302,841.2880794701987
LUMINEON,69,69,76,69,86,91,WATER,,202680,211761,342,619.1842105263158
MANTYKE,45,20,50,60,120,50,WATER,FLYING,181328,246362,294,837.9659863945578
SNOVER,60,62,50,62,60,40,GRASS,ICE,226343,264610,324,816.6975308641976
ABOMASNOW,90,92,75,92,85,60,GRASS,ICE,286279,213352,384,555.6041666666666
WEAVILE,70,120,65,45,85,125,DARK,ICE,254650,226029,344,657.0610465116279
MAGNEZONE,70,70,115,130,90,60,ELECTRIC,STEEL,379486,181096,344,526.4418604651163
LICKILICKY,110,85,95,80,95,50,NORMAL,,503932,189657,424,447.3042452830189
RHYPERIOR,115,140,130,55,55,40,GROUND,ROCK,425786,218926,434,504.4377880184332
TANGROWTH,100,100,125,110,50,50,GRASS,,320439,229286,404,567.539603960396
ELECTIVIRE,75,123,67,95,85,95,ELECTRIC,,269655,223233,354,630.6016949152543
MAGMORTAR,75,95,67,125,95,83,FIRE,,341790,219184,354,619.1638418079096
TOGEKISS,85,50,95,120,115,80,FAIRY,FLYING,257164,181237,374,484.59090909090907
YANMEGA,86,76,86,116,56,95,BUG,FLYING,248744,230986,376,614.3244680851063
LEAFEON,65,110,130,60,65,95,GRASS,,302140,202615,334,606.6317365269462
GLACEON,65,60,110,130,95,65,ICE,,295145,180121,334,539.2844311377246
GLISCOR,75,95,125,45,75,95,GROUND,FLYING,303975,191056,354,539.7062146892655
MAMOSWINE,110,130,80,70,60,80,ICE,GROUND,272823,229669,424,541.6721698113207
PORYGONZ,85,80,70,135,75,90,NORMAL,,413755,225062,374,601.7700534759358
GALLADE,68,125,65,65,115,80,PSYCHIC,FIGHTING,392645,217415,340,639.4558823529412
PROBOPASS,60,55,145,75,150,40,ROCK,STEEL,278027,140188,324,432.679012345679
DUSKNOIR,45,100,135,65,135,45,GHOST,,249575,149114,294,507.1904761904762
FROSLASS,70,80,70,80,70,110,ICE,GHOST,228298,228692,344,664.8023255813954
ROTOM,50,50,77,95,77,91,ELECTRIC,GHOST,238785,216149,304,711.016447368421
UXIE,75,75,130,75,130,95,PSYCHIC,,228466,153185,354,432.725988700565
MESPRIT,80,105,105,105,105,80,PSYCHIC,,282677,177557,364,487.79395604395603
AZELF,75,125,70,125,70,115,PSYCHIC,,438098,228692,354,646.0225988700565
DIALGA,100,120,120,150,100,90,STEEL,DRAGON,446681,172072,404,425.9207920792079
PALKIA,90,120,100,150,120,100,WATER,DRAGON,391250,175459,384,456.9244791666667
HEATRAN,91,90,106,130,106,77,FIRE,STEEL,389801,176411,386,457.02331606217615
REGIGIGAS,110,160,110,80,110,100,NORMAL,,471775,172064,424,405.811320754717
GIRATINA,150,100,120,100,120,90,GHOST,DRAGON,302363,162101,504,321.62896825396825
CRESSELIA,120,70,110,75,120,85,PSYCHIC,,227185,168119,444,378.64639639639637
PHIONE,80,80,80,80,80,80,WATER,,218512,211299,364,580.4917582417582
MANAPHY,100,100,100,100,100,100,WATER,,255148,183369,404,453.88366336633663
DARKRAI,70,90,90,135,90,125,DARK,,276959,196339,344,570.7529069767442
SHAYMIN,100,100,100,100,100,100,GRASS,,293335,183369,404,453.88366336633663
ARCEUS,120,120,120,120,120,120,NORMAL,,634484,162101,444,365.09234234234236
VICTINI,100,100,100,100,100,100,PSYCHIC,FIRE,406863,183369,404,453.88366336633663
SNIVY,45,45,55,45,55,63,GRASS,,185501,261201,294,888.4387755102041
SERVINE,60,60,75,60,75,83,GRASS,,214418,219650,324,677.9320987654321
SERPERIOR,75,75,95,75,95,113,GRASS,,279808,189657,354,535.7542372881356
TEPIG,65,63,45,45,45,45,FIRE,,211311,288711,334,864.4041916167664
PIGNITE,90,93,55,70,55,55,FIRE,FIGHTING,324027,261201,384,680.2109375
EMBOAR,110,123,65,100,65,65,FIRE,FIGHTING,398303,238639,424,562.8278301886793
OSHAWOTT,55,55,45,63,45,45,WATER,,187932,288711,314,919.4617834394904
DEWOTT,75,75,60,83,60,60,WATER,,220927,249396,354,704.5084745762712
SAMUROTT,95,100,85,108,70,70,WATER,,352846,215263,394,546.3527918781726
PATRAT,45,55,39,35,39,42,NORMAL,,220958,307897,294,1047.2687074829932
WATCHOG,60,85,69,60,69,77,NORMAL,,308999,230654,324,711.895061728395
LILLIPUP,45,60,45,25,45,55,NORMAL,,247577,288711,294,982.0102040816327
HERDIER,65,80,65,35,65,60,NORMAL,,292026,238639,334,714.4880239520958
STOUTLAND,85,110,90,45,90,80,NORMAL,,359758,196339,374,524.9705882352941
PURRLOIN,41,50,37,50,37,66,DARK,,147075,314939,286,1101.1853146853148
LIEPARD,64,88,50,88,50,106,DARK,,219164,274098,332,825.5963855421687
PANSAGE,50,53,48,53,48,64,GRASS,,202080,279751,304,920.233552631579
SIMISAGE,75,98,63,98,63,101,GRASS,,289434,242807,354,685.8954802259886
PANSEAR,50,53,48,53,48,64,FIRE,,208360,279751,304,920.233552631579
SIMISEAR,75,98,63,98,63,101,FIRE,,298350,242807,354,685.8954802259886
PANPOUR,50,53,48,53,48,64,WATER,,175702,279751,304,920.233552631579
SIMIPOUR,75,98,63,98,63,101,WATER,,251625,242807,354,685.8954802259886
MUNNA,76,25,45,67,55,24,PSYCHIC,,209793,278264,356,781.6404494382023
MUSHARNA,116,55,85,107,95,29,PSYCHIC,,280808,198116,436,454.39449541284404
PIDOVE,50,55,50,36,30,43,NORMAL,FLYING,221129,308413,304,1014.516447368421
TRANQUILL,62,77,62,50,42,65,NORMAL,FLYING,266704,271070,328,826.4329268292682
UNFEZANT,80,115,80,65,55,93,NORMAL,FLYING,372729,236203,364,648.9093406593406
BLITZLE,45,60,32,50,32,76,ELECTRIC,,176305,334111,294,1136.4319727891157
ZEBSTRIKA,75,100,63,80,63,116,ELECTRIC,,236293,242807,354,685.8954802259886
ROGGENROLA,55,75,85,25,25,15,ROCK,,310358,304490,314,969.7133757961783
BOLDORE,70,105,105,50,40,20,ROCK,,384820,255043,344,741.4040697674419
GIGALITH,85,135,130,60,80,25,ROCK,,459039,184349,374,492.9117647058824
WOOBAT,65,45,43,55,43,72,PSYCHIC,FLYING,189189,294726,334,882.4131736526946
SWOOBAT,67,57,55,77,55,114,PSYCHIC,FLYING,241585,261201,338,772.7840236686391
DRILBUR,60,85,40,30,45,68,GROUND,,203516,298221,324,920.4351851851852
EXCADRILL,110,135,60,50,65,88,GROUND,STEEL,280879,245109,424,578.0872641509434
AUDINO,103,60,86,60,86,50,NORMAL,,262841,202036,410,492.77073170731705
TIMBURR,75,80,55,25,35,35,FIGHTING,,292084,291700,354,824.0112994350283
GURDURR,85,105,85,40,50,40,FIGHTING,,348001,240826,374,643.9197860962566
CONKELDURR,105,140,95,55,65,45,FIGHTING,,425786,214394,414,517.8599033816425
TYMPOLE,50,50,40,50,40,64,WATER,,164974,304502,304,1001.6513157894736
PALPITOAD,75,65,55,65,55,69,WATER,GROUND,195890,261201,354,737.8559322033898
SEISMITOAD,105,95,75,85,75,74,WATER,GROUND,235055,219650,414,530.5555555555555
THROH,120,100,85,30,85,45,FIGHTING,,336646,203539,444,458.4211711711712
SAWK,75,125,75,30,75,85,FIGHTING,,392343,219650,354,620.4802259887006
SEWADDLE,45,53,70,40,60,42,BUG,GRASS,163682,238037,294,809.6496598639455
SWADLOON,55,63,90,50,80,42,BUG,GRASS,181314,203045,314,646.640127388535
LEAVANNY,75,103,80,70,70,92,BUG,GRASS,246512,219131,354,619.0141242937854
VENIPEDE,30,45,59,30,39,57,BUG,POISON,127446,279523,264,1058.7992424242425
WHIRLIPEDE,40,55,99,40,79,47,BUG,POISON,141193,198075,284,697.4471830985915
SCOLIPEDE,60,100,89,55,69,112,BUG,POISON,270588,213523,324,659.0216049382716
COTTONEE,40,27,60,37,50,66,GRASS,FAIRY,156850,260712,284,918.0
WHIMSICOTT,60,67,85,77,75,116,GRASS,FAIRY,229845,210780,324,650.5555555555555
PETILIL,45,35,50,70,50,30,GRASS,,232691,274098,294,932.3061224489796
LILLIGANT,70,60,75,110,75,90,GRASS,,310272,219650,344,638.5174418604652
BASCULIN,70,92,65,80,55,98,WATER,,261560,248897,344,723.5377906976744
SANDILE,50,72,35,35,35,65,GROUND,DARK,184568,322370,304,1060.4276315789473
KROKOROK,60,82,45,45,45,74,GROUND,DARK,199676,288711,324,891.0833333333334
KROOKODILE,95,117,80,65,70,92,GROUND,DARK,252455,219131,394,556.1700507614213
DARUMAKA,70,90,45,15,45,50,FIRE,,252259,288711,344,839.2761627906976
DARMANITAN,105,140,55,30,55,95,FIRE,,341450,261201,414,630.9202898550725
MARACTUS,75,86,67,106,67,60,GRASS,,306537,234580,354,662.6553672316384
DWEBBLE,50,65,85,35,35,55,BUG,ROCK,258698,272853,304,897.5427631578947
CRUSTLE,70,105,125,65,75,45,BUG,ROCK,348668,191056,344,555.3953488372093
SCRAGGY,50,75,70,35,70,48,DARK,FIGHTING,281143,228692,304,752.2763157894736
SCRAFTY,65,90,115,45,115,58,DARK,FIGHTING,314666,166925,334,499.7754491017964
SIGILYPH,72,58,80,103,80,97,PSYCHIC,FLYING,278754,211299,348,607.1810344827586
YAMASK,38,30,85,55,65,30,GHOST,,139733,220406,280,787.1642857142857
COFAGRIGUS,58,50,145,95,105,30,GHOST,,217539,159757,320,499.240625
TIRTOUGA,54,78,103,53,45,22,WATER,ROCK,202734,243807,312,781.4326923076923
CARRACOSTA,74,108,133,83,65,32,WATER,ROCK,253558,202043,352,573.9857954545455
ARCHEN,55,90,43,54,43,70,ROCK,FLYING,315034,294726,314,938.6178343949044
ARCHEOPS,75,120,65,60,65,110,ROCK,FLYING,381443,238639,354,674.1214689265537
TRUBBISH,50,50,62,40,62,65,POISON,,249559,244939,304,805.7203947368421
GARBODOR,80,95,82,60,82,75,POISON,,360354,208078,364,571.6428571428571
ZORUA,40,65,40,80,40,65,DARK,,176548,304502,284,1072.1901408450703
ZOROARK,60,105,60,120,60,105,DARK,,261881,249396,324,769.7407407407408
MINCCINO,55,50,40,40,40,75,NORMAL,,210713,304502,314,969.7515923566879
CINCCINO,75,95,60,65,60,115,NORMAL,,330833,249396,354,704.5084745762712
GOTHITA,45,30,50,55,65,45,PSYCHIC,,188651,261095,294,888.078231292517
GOTHORITA,60,45,70,75,85,55,PSYCHIC,,224082,219266,324,676.7469135802469
GOTHITELLE,70,55,95,95,110,65,PSYCHIC,,259734,182942,344,531.8081395348837
SOLOSIS,45,30,40,105,50,20,PSYCHIC,,278541,293017,294,996.656462585034
DUOSION,65,40,50,125,60,30,PSYCHIC,,313973,264610,334,792.245508982036
REUNICLUS,110,65,75,125,85,30,PSYCHIC,,324042,213352,424,503.188679245283
DUCKLETT,62,44,50,44,50,55,WATER,FLYING,176551,274098,328,835.6646341463414
SWANNA,75,87,63,87,63,98,WATER,FLYING,291664,242807,354,685.8954802259886
VANILLITE,36,50,50,65,60,44,ICE,,251613,264610,276,958.731884057971
VANILLISH,51,65,65,80,75,59,ICE,,288907,231295,306,755.8660130718954
VANILLUXE,71,95,85,110,95,79,ICE,,363486,198116,346,572.5895953757225
DEERLING,60,60,50,40,50,75,NORMAL,GRASS,234122,274098,324,845.9814814814815
SAWSBUCK,80,100,70,60,70,95,NORMAL,GRASS,339940,228692,364,628.2747252747253
EMOLGA,55,75,60,75,60,103,ELECTRIC,FLYING,210177,249396,314,794.2547770700637
KARRABLAST,50,75,45,40,45,60,BUG,,225664,288711,304,949.7072368421053
ESCAVALIER,70,135,105,60,105,20,BUG,STEEL,334712,177557,344,516.1540697674419
FOONGUS,69,55,45,55,55,15,GRASS,POISON,204382,278264,342,813.6374269005848
AMOONGUSS,114,85,70,85,80,30,GRASS,POISON,264200,221924,432,513.7129629629629
FRILLISH,55,40,50,65,85,40,WATER,GHOST,257210,251865,314,802.1178343949044
JELLICENT,100,60,70,85,105,60,WATER,GHOST,301698,211850,404,524.3811881188119
ALOMOMOLA,165,75,80,40,45,65,WATER,,190290,252486,534,472.82022471910113
JOLTIK,50,47,50,57,50,65,BUG,ELECTRIC,177556,274098,304,901.6381578947369
GALVANTULA,70,77,60,97,60,108,BUG,ELECTRIC,244297,249396,344,724.9883720930233
FERROSEED,44,50,91,24,86,10,GRASS,STEEL,249242,198034,292,678.1986301369863
FERROTHORN,74,94,131,54,116,20,GRASS,STEEL,358476,158533,352,450.37784090909093
KLINK,40,55,70,45,60,30,STEEL,,216308,238037,284,838.1584507042254
KLANG,60,80,95,70,85,50,STEEL,,268749,195844,324,604.4567901234568
KLINKLANG,60,100,115,70,85,90,STEEL,,299768,185039,324,571.108024691358
TYNAMO,35,55,40,45,40,60,ELECTRIC,,105143,304502,274,1111.3211678832117
EELEKTRIK,65,85,70,75,70,40,ELECTRIC,,227752,228692,334,684.7065868263473
EELEKTROSS,85,115,80,105,80,50,ELECTRIC,,285998,211299,374,564.9705882352941
ELGYEM,55,55,55,85,55,30,PSYCHIC,,202346,261201,314,831.8503184713376
BEHEEYEM,75,75,75,125,95,40,PSYCHIC,,312785,208751,354,589.6920903954802
LITWICK,50,30,55,65,55,20,GHOST,FIRE,223531,261201,304,859.2138157894736
LAMPENT,60,40,60,95,60,55,GHOST,FIRE,280860,249396,324,769.7407407407408
CHANDELURE,60,55,90,145,90,80,GHOST,FIRE,376716,196339,324,605.9845679012345
AXEW,46,87,60,30,40,57,DRAGON,,247631,276693,296,934.7736486486486
FRAXURE,66,117,70,40,50,67,DRAGON,,300899,250886,336,746.6845238095239
HAXORUS,76,147,90,60,70,97,DRAGON,,354575,211847,356,595.0758426966293
CUBCHOO,55,70,40,60,40,40,ICE,,192570,304502,314,969.7515923566879
BEARTIC,95,130,80,70,80,50,ICE,,271548,211299,394,536.2918781725888
CRYOGONAL,80,50,50,95,135,105,ICE,,260929,245572,364,674.6483516483516
SHELMET,50,40,85,40,65,25,BUG,,126262,220406,304,725.0197368421053
ACCELGOR,80,70,40,100,60,145,BUG,,226236,285388,364,784.032967032967
STUNFISK,109,66,84,81,99,32,GROUND,ELECTRIC,218722,197295,422,467.52369668246445
MIENFOO,45,85,50,55,50,65,FIGHTING,,304297,274098,294,932.3061224489796
MIENSHAO,65,125,60,95,60,105,FIGHTING,,394366,249396,334,746.6946107784431
DRUDDIGON,77,120,90,60,90,48,DRAGON,,307886,196339,358,548.4329608938548
GOLETT,59,74,50,35,50,35,GROUND,GHOST,246746,274098,322,851.2360248447205
GOLURK,89,124,80,55,80,55,GROUND,GHOST,345705,211299,382,553.1387434554974
PAWNIARD,45,85,70,40,40,60,DARK,STEEL,204005,268432,294,913.0340136054422
BISHARP,65,125,100,60,70,70,DARK,STEEL,269176,206151,334,617.2185628742515
BOUFFALANT,95,110,95,40,95,55,NORMAL,,358989,189657,394,481.3629441624365
RUFFLET,70,83,50,37,50,60,NORMAL,FLYING,240113,274098,344,796.796511627907
BRAVIARY,100,123,75,57,75,80,NORMAL,FLYING,388995,219650,404,543.6881188118812
VULLABY,70,55,75,45,65,60,DARK,FLYING,190248,228203,344,663.3808139534884
MANDIBUZZ,110,65,105,55,95,80,DARK,FLYING,243721,182929,424,431.436320754717
HEATMOR,85,97,66,105,66,65,FIRE,,308706,236585,374,632.5802139037434
DURANT,58,109,112,48,48,109,BUG,STEEL,244090,235375,320,735.546875
DEINO,52,65,50,45,50,38,DARK,DRAGON,214303,274098,308,889.9285714285714
ZWEILOUS,72,85,70,65,70,58,DARK,DRAGON,252692,228692,348,657.1609195402299
HYDREIGON,92,105,90,125,90,98,DARK,DRAGON,344428,196339,388,506.0283505154639
LARVESTA,55,85,55,50,55,60,BUG,FIRE,247423,261201,314,831.8503184713376
VOLCARONA,85,60,65,135,105,100,BUG,FIRE,357559,219393,374,586.6122994652407
COBALION,91,90,129,90,72,108,STEEL,FIGHTING,299103,193589,386,501.5259067357513
TERRAKION,91,129,90,72,90,108,ROCK,FIGHTING,323650,196339,386,508.6502590673575
VIRIZION,91,90,72,90,129,108,GRASS,FIGHTING,285719,204466,386,529.7046632124352
TORNADUS,79,115,70,125,80,111,FLYING,,293845,221924,362,613.0497237569061
