Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
FLYGON,80,100,80,80,80,100,GROUND,DRAGON,0,18639,364,51.206043956043956
CACNEA,50,85,40,85,40,35,GRASS,,0,29168,304,95.94736842105263
CACTURNE,70,115,60,115,60,55,GRASS,DARK,0,26026,344,75.65697674418605
SWABLU,45,40,60,40,75,50,NORMAL,FLYING,0,19430,294,66.08843537414965
ALTARIA,75,70,90,70,105,80,DRAGON,FLYING,0,15297,354,43.21186440677966
ZANGOOSE,73,115,60,60,60,90,NORMAL,,0,21834,350,62.38285714285714
SEVIPER,73,100,60,100,60,65,POISON,,0,20591,350,58.831428571428575
LUNATONE,90,55,65,95,85,70,ROCK,PSYCHIC,0,22060,384,57.447916666666664
SOLROCK,90,95,85,55,65,70,ROCK,PSYCHIC,0,21539,384,56.091145833333336
BARBOACH,50,48,43,46,41,60,WATER,GROUND,0,27106,304,89.16447368421052
WHISCASH,110,78,73,76,71,60,WATER,GROUND,0,20538,424,48.43867924528302
CORPHISH,43,80,65,50,35,35,WATER,,0,23278,290,80.26896551724138
CRAWDAUNT,63,120,85,90,55,55,WATER,DARK,0,20120,330,60.96969696969697
BALTOY,40,40,55,40,70,55,GROUND,PSYCHIC,0,24329,284,85.66549295774648
CLAYDOL,60,70,105,70,120,75,GROUND,PSYCHIC,0,16837,324,51.96604938271605
LILEEP,66,41,77,61,87,23,ROCK,GRASS,0,19481,336,57.979166666666664
CRADILY,86,81,97,81,107,43,ROCK,GRASS,0,16978,376,45.15425531914894
ANORITH,45,95,50,40,50,75,ROCK,BUG,0,24184,294,82.25850340136054
ARMALDO,75,125,100,70,80,45,ROCK,BUG,0,17357,354,49.03107344632768
FEEBAS,20,15,20,10,55,80,WATER,,0,28348,244,116.18032786885246
MILOTIC,95,60,79,100,125,81,WATER,,0,16027,394,40.67766497461929
CASTFORM,70,70,70,70,70,70,NORMAL,,0,20071,344,58.34593023255814
KECLEON,60,90,70,60,120,40,NORMAL,,0,17640,324,54.44444444444444
SHUPPET,44,75,35,63,33,45,GHOST,,0,22112,292,75.72602739726027
BANETTE,64,115,65,83,63,65,GHOST,,0,16341,332,49.21987951807229
DUSKULL,20,40,90,30,90,25,GHOST,,0,13424,244,55.01639344262295
DUSCLOPS,40,70,130,60,130,25,GHOST,,0,10399,284,36.61619718309859
TROPIUS,99,108,83,72,87,51,GRASS,FLYING,0,19472,402,48.43781094527363
CHIMECHO,75,50,80,95,90,65,PSYCHIC,,0,18429,354,52.059322033898304
ABSOL,65,130,60,75,60,75,DARK,,0,21819,334,65.32634730538922
WYNAUT,95,23,48,23,48,23,PSYCHIC,,0,25040,394,63.55329949238579
SNORUNT,50,50,50,50,50,50,ICE,,0,27634,304,90.90131578947368
GLALIE,80,80,80,80,80,80,ICE,,0,21346,364,58.642857142857146
SPHEAL,70,40,50,55,50,25,ICE,WATER,0,26725,344,77.68895348837209
SEALEO,90,60,70,75,70,45,ICE,WATER,0,22377,384,58.2734375
WALREIN,110,80,90,95,90,65,ICE,WATER,0,19272,424,45.45283018867924
CLAMPERL,35,64,85,74,55,32,WATER,,0,19438,274,70.94160583941606
HUNTAIL,55,104,105,94,75,52,WATER,,0,16629,314,52.95859872611465
GOREBYSS,55,84,105,114,75,52,WATER,,0,16629,314,52.95859872611465
RELICANTH,100,90,130,45,65,55,WATER,ROCK,0,19040,404,47.12871287128713
LUVDISC,43,30,55,50,65,97,WATER,,0,21344,290,73.6
BAGON,45,75,60,40,30,50,DRAGON,,0,23257,294,79.10544217687075
SHELGON,65,95,100,60,50,50,DRAGON,,0,17894,334,53.5748502994012
SALAMENCE,95,135,80,110,80,100,DRAGON,FLYING,0,17129,394,43.474619289340104
BELDUM,40,55,80,35,60,30,STEEL,PSYCHIC,0,16851,284,59.33450704225352
METANG,60,75,100,55,80,50,STEEL,PSYCHIC,0,14492,324,44.72839506172839
METAGROSS,80,135,130,95,90,70,STEEL,PSYCHIC,0,12724,364,34.956043956043956
REGIROCK,80,100,200,50,100,50,ROCK,,0,13742,364,37.752747252747255
REGICE,80,50,100,100,200,50,ICE,,0,15469,364,42.497252747252745
REGISTEEL,80,75,150,75,150,50,STEEL,,0,10038,364,27.576923076923077
LATIAS,80,80,90,110,130,110,DRAGON,PSYCHIC,0,15518,364,42.63186813186813
LATIOS,80,90,80,130,110,110,DRAGON,PSYCHIC,0,16911,364,46.45879120879121
KYOGRE,100,100,90,150,140,90,WATER,,0,14842,404,36.73762376237624
GROUDON,100,150,140,100,90,90,GROUND,,0,15646,404,38.727722772277225
RAYQUAZA,105,150,90,150,90,95,DRAGON,FLYING,0,15993,414,38.630434782608695
JIRACHI,100,100,100,100,100,100,STEEL,PSYCHIC,0,13627,404,33.73019801980198
DEOXYS,50,150,50,150,50,150,PSYCHIC,,0,24529,304,80.6875
TURTWIG,55,68,64,45,55,31,GRASS,,0,23935,314,76.22611464968153
GROTLE,75,89,85,55,65,36,GRASS,,0,20975,354,59.25141242937853
TORTERRA,95,109,105,75,85,56,GRASS,GROUND,0,19293,394,48.96700507614213
CHIMCHAR,44,58,44,58,44,61,FIRE,,0,24248,292,83.04109589041096
MONFERNO,64,78,52,78,52,81,FIRE,FIGHTING,0,23804,332,71.6987951807229
INFERNAPE,76,104,71,104,71,108,FIRE,FIGHTING,0,20127,356,56.53651685393258
PIPLUP,53,51,53,61,56,40,WATER,,0,22294,310,71.91612903225807
PRINPLUP,64,66,68,81,76,50,WATER,,0,19235,332,57.93674698795181
EMPOLEON,84,86,88,111,101,60,WATER,STEEL,0,13158,372,35.37096774193548
STARLY,40,55,30,30,30,60,NORMAL,FLYING,0,28108,284,98.97183098591549
STARAVIA,55,75,50,40,40,80,NORMAL,FLYING,0,23667,314,75.37261146496816
STARAPTOR,85,120,70,50,60,100,NORMAL,FLYING,0,19616,374,52.44919786096256
BIDOOF,59,45,40,35,40,31,NORMAL,,0,26661,322,82.79813664596273
BIBAREL,79,85,60,55,60,71,NORMAL,WATER,0,22037,362,60.8756906077348
KRICKETOT,37,25,41,25,41,25,BUG,,0,27031,278,97.23381294964028
KRICKETUNE,77,85,51,55,51,65,BUG,,0,24320,358,67.93296089385476
SHINX,45,65,34,40,34,45,ELECTRIC,,0,26581,294,90.41156462585035
LUXIO,60,85,49,60,49,60,ELECTRIC,,0,22546,324,69.58641975308642
LUXRAY,80,120,79,95,79,70,ELECTRIC,,0,17387,364,47.76648351648352
BUDEW,40,30,35,50,70,55,GRASS,POISON,0,25289,284,89.04577464788733
ROSERADE,60,70,65,125,105,90,GRASS,POISON,0,19066,324,58.84567901234568
CRANIDOS,67,125,40,30,30,58,ROCK,,0,30699,338,90.82544378698225
RAMPARDOS,97,165,60,65,50,58,ROCK,,0,24895,398,62.550251256281406
SHIELDON,30,42,118,42,88,30,ROCK,STEEL,0,16256,264,61.57575757575758
BASTIODON,60,52,168,47,138,30,ROCK,STEEL,0,12387,324,38.23148148148148
BURMY,40,29,45,29,45,36,BUG,,0,25892,284,91.16901408450704
WORMADAM,60,59,85,79,105,36,BUG,GRASS,0,22149,324,68.36111111111111
MOTHIM,70,94,50,94,50,66,BUG,FLYING,0,26055,344,75.74127906976744
COMBEE,30,30,42,30,42,70,BUG,FLYING,0,28288,264,107.15151515151516
VESPIQUEN,70,80,102,80,102,40,BUG,FLYING,0,17273,344,50.21220930232558
PACHIRISU,60,45,70,45,90,95,ELECTRIC,,0,17597,324,54.31172839506173
BUIZEL,55,65,35,60,30,85,WATER,,0,28020,314,89.23566878980891
FLOATZEL,85,105,55,85,50,115,WATER,,0,22650,374,60.56149732620321
CHERUBI,45,35,45,62,53,35,GRASS,,0,26714,294,90.8639455782313
CHERRIM,70,60,70,87,78,85,GRASS,,0,21384,344,62.16279069767442
SHELLOS,76,48,48,57,62,34,WATER,,0,22430,356,63.00561797752809
GASTRODON,111,83,68,92,82,39,WATER,GROUND,0,20259,426,47.556338028169016
AMBIPOM,75,100,66,60,66,115,NORMAL,,0,20714,354,58.51412429378531
DRIFLOON,90,50,34,60,44,70,GHOST,FLYING,0,21563,384,56.153645833333336
DRIFBLIM,150,80,44,90,54,80,GHOST,FLYING,0,19398,504,38.48809523809524
BUNEARY,55,66,44,44,56,85,NORMAL,,0,24311,314,77.42356687898089
LOPUNNY,65,76,84,54,96,105,NORMAL,,0,17364,334,51.98802395209581
MISMAGIUS,60,60,60,105,105,105,GHOST,,0,14685,324,45.324074074074076
HONCHKROW,100,125,52,105,52,71,DARK,FLYING,0,21408,404,52.99009900990099
GLAMEOW,49,55,42,42,37,85,NORMAL,,0,26657,302,88.26821192052981
PURUGLY,71,82,64,64,59,112,NORMAL,,0,21471,346,62.054913294797686
CHINGLING,45,30,50,65,50,45,PSYCHIC,,0,24529,294,83.43197278911565
STUNKY,63,63,47,41,41,74,POISON,DARK,0,21360,330,64.72727272727273
SKUNTANK,103,93,67,71,61,84,POISON,DARK,0,17641,410,43.02682926829268
BRONZOR,57,24,86,24,86,23,STEEL,PSYCHIC,0,14987,318,47.12893081761006
BRONZONG,67,89,116,79,116,33,STEEL,PSYCHIC,0,12325,338,36.46449704142012
BONSLY,50,80,95,10,45,10,ROCK,,0,22290,304,73.32236842105263
MIMEJR,20,25,45,70,90,60,PSYCHIC,FAIRY,0,20431,244,83.73360655737704
HAPPINY,100,5,5,15,65,30,NORMAL,,0,34007,404,84.17574257425743
CHATOT,76,65,45,92,42,91,NORMAL,FLYING,0,24053,356,67.56460674157303
SPIRITOMB,50,92,108,92,108,35,GHOST,DARK,0,10408,304,34.23684210526316
GIBLE,58,70,45,40,45,42,DRAGON,GROUND,0,25401,320,79.378125
GABITE,68,90,65,50,55,82,DRAGON,GROUND,0,21902,340,64.41764705882353
GARCHOMP,108,130,95,80,85,102,DRAGON,GROUND,0,17282,420,41.147619047619045
MUNCHLAX,135,85,40,40,85,5,NORMAL,,0,22988,474,48.49789029535865
RIOLU,40,70,40,35,40,60,FIGHTING,,0,27569,284,97.07394366197182
LUCARIO,70,110,70,115,70,90,FIGHTING,STEEL,0,17086,344,49.66860465116279
HIPPOPOTAS,68,72,78,38,42,32,GROUND,,0,23282,340,68.47647058823529
HIPPOWDON,108,112,118,68,72,47,GROUND,,0,17718,420,42.18571428571428
SKORUPI,40,50,90,30,55,65,POISON,BUG,0,20389,284,71.79225352112677
DRAPION,70,90,110,60,75,95,POISON,DARK,0,14102,344,40.99418604651163
CROAGUNK,48,61,40,61,40,50,POISON,FIGHTING,0,29071,300,96.90333333333334
TOXICROAK,83,106,65,86,65,85,POISON,FIGHTING,0,22762,370,61.51891891891892
CARNIVINE,74,100,72,90,72,46,GRASS,,0,21611,352,61.39488636363637
FINNEON,49,49,56,49,61,66,WATER,,0,21503,302,71.20198675496688
LUMINEON,69,69,76,69,86,91,WATER,,0,17969,342,52.54093567251462
MANTYKE,45,20,50,60,120,50,WATER,FLYING,0,18183,294,61.8469387755102
SNOVER,60,62,50,62,60,40,GRASS,ICE,0,30970,324,95.58641975308642
ABOMASNOW,90,92,75,92,85,60,GRASS,ICE,0,25087,384,65.33072916666667
WEAVILE,70,120,65,45,85,125,DARK,ICE,0,24805,344,72.10755813953489
MAGNEZONE,70,70,115,130,90,60,ELECTRIC,STEEL,0,13594,344,39.51744186046512
LICKILICKY,110,85,95,80,95,50,NORMAL,,0,16636,424,39.235849056603776
RHYPERIOR,115,140,130,55,55,40,GROUND,ROCK,0,23848,434,54.94930875576037
TANGROWTH,100,100,125,110,50,50,GRASS,,0,19899,404,49.254950495049506
ELECTIVIRE,75,123,67,95,85,95,ELECTRIC,,0,18080,354,51.07344632768361
MAGMORTAR,75,95,67,125,95,83,FIRE,,0,17943,354,50.686440677966104
TOGEKISS,85,50,95,120,115,80,FAIRY,FLYING,0,14352,374,38.37433155080214
YANMEGA,86,76,86,116,56,95,BUG,FLYING,0,21732,376,57.797872340425535
LEAFEON,65,110,130,60,65,95,GRASS,,0,18180,334,54.4311377245509
GLACEON,65,60,110,130,95,65,ICE,,0,18176,334,54.41916167664671
GLISCOR,75,95,125,45,75,95,GROUND,FLYING,0,15795,354,44.61864406779661
MAMOSWINE,110,130,80,70,60,80,ICE,GROUND,0,24316,424,57.34905660377358
PORYGONZ,85,80,70,135,75,90,NORMAL,,0,19729,374,52.75133689839572
GALLADE,68,125,65,65,115,80,PSYCHIC,FIGHTING,0,18308,340,53.84705882352941
PROBOPASS,60,55,145,75,150,40,ROCK,STEEL,0,12869,324,39.71913580246913
DUSKNOIR,45,100,135,65,135,45,GHOST,,0,10188,294,34.6530612244898
FROSLASS,70,80,70,80,70,110,ICE,GHOST,0,18139,344,52.729651162790695
ROTOM,50,50,77,95,77,91,ELECTRIC,GHOST,0,14194,304,46.69078947368421
UXIE,75,75,130,75,130,95,PSYCHIC,,0,13703,354,38.7090395480226
MESPRIT,80,105,105,105,105,80,PSYCHIC,,0,15947,364,43.81043956043956
AZELF,75,125,70,125,70,115,PSYCHIC,,0,20538,354,58.016949152542374
DIALGA,100,120,120,150,100,90,STEEL,DRAGON,0,10848,404,26.85148514851485
PALKIA,90,120,100,150,120,100,WATER,DRAGON,0,13654,384,35.557291666666664
HEATRAN,91,90,106,130,106,77,FIRE,STEEL,0,13358,386,34.60621761658031
REGIGIGAS,110,160,110,80,110,100,NORMAL,,0,15101,424,35.615566037735846
GIRATINA,150,100,120,100,120,90,GHOST,DRAGON,0,10528,504,20.88888888888889
CRESSELIA,120,70,110,75,120,85,PSYCHIC,,0,15087,444,33.979729729729726
PHIONE,80,80,80,80,80,80,WATER,,0,17923,364,49.239010989010985
MANAPHY,100,100,100,100,100,100,WATER,,0,15598,404,38.60891089108911
DARKRAI,70,90,90,135,90,125,DARK,,0,17280,344,50.23255813953488
SHAYMIN,100,100,100,100,100,100,GRASS,,0,17633,404,43.646039603960396
ARCEUS,120,120,120,120,120,120,NORMAL,,0,14240,444,32.072072072072075
VICTINI,100,100,100,100,100,100,PSYCHIC,FIRE,0,15891,404,39.334158415841586
SNIVY,45,45,55,45,55,63,GRASS,,0,25092,294,85.34693877551021
SERVINE,60,60,75,60,75,83,GRASS,,0,21081,324,65.06481481481481
SERPERIOR,75,75,95,75,95,113,GRASS,,0,18211,354,51.443502824858754
TEPIG,65,63,45,45,45,45,FIRE,,0,24000,334,71.8562874251497
PIGNITE,90,93,55,70,55,55,FIRE,FIGHTING,0,23208,384,60.4375
EMBOAR,110,123,65,100,65,65,FIRE,FIGHTING,0,21133,424,49.841981132075475
OSHAWOTT,55,55,45,63,45,45,WATER,,0,24440,314,77.8343949044586
DEWOTT,75,75,60,83,60,60,WATER,,0,21138,354,59.71186440677966
SAMUROTT,95,100,85,108,70,70,WATER,,0,18232,394,46.2741116751269
PATRAT,45,55,39,35,39,42,NORMAL,,0,26907,294,91.5204081632653
WATCHOG,60,85,69,60,69,77,NORMAL,,0,20194,324,62.32716049382716
LILLIPUP,45,60,45,25,45,55,NORMAL,,0,25234,294,85.82993197278911
HERDIER,65,80,65,35,65,60,NORMAL,,0,20869,334,62.48203592814371
STOUTLAND,85,110,90,45,90,80,NORMAL,,0,17292,374,46.23529411764706
PURRLOIN,41,50,37,50,37,66,DARK,,0,27513,286,96.1993006993007
LIEPARD,64,88,50,88,50,106,DARK,,0,23952,332,72.144578313253
PANSAGE,50,53,48,53,48,64,GRASS,,0,26786,304,88.11184210526316
SIMISAGE,75,98,63,98,63,101,GRASS,,0,23249,354,65.67514124293785
PANSEAR,50,53,48,53,48,64,FIRE,,0,23273,304,76.55592105263158
SIMISEAR,75,98,63,98,63,101,FIRE,,0,20193,354,57.04237288135593
PANPOUR,50,53,48,53,48,64,WATER,,0,23698,304,77.95394736842105
SIMIPOUR,75,98,63,98,63,101,WATER,,0,20564,354,58.090395480225986
MUNNA,76,25,45,67,55,24,PSYCHIC,,0,24837,356,69.76685393258427
MUSHARNA,116,55,85,107,95,29,PSYCHIC,,0,17764,436,40.74311926605505
PIDOVE,50,55,50,36,30,43,NORMAL,FLYING,0,25041,304,82.3717105263158
TRANQUILL,62,77,62,50,42,65,NORMAL,FLYING,0,22100,328,67.3780487804878
UNFEZANT,80,115,80,65,55,93,NORMAL,FLYING,0,19255,364,52.89835164835165
BLITZLE,45,60,32,50,32,76,ELECTRIC,,0,27210,294,92.55102040816327
ZEBSTRIKA,75,100,63,80,63,116,ELECTRIC,,0,19799,354,55.929378531073446
ROGGENROLA,55,75,85,25,25,15,ROCK,,0,26214,314,83.48407643312102
BOLDORE,70,105,105,50,40,20,ROCK,,0,22313,344,64.86337209302326
GIGALITH,85,135,130,60,80,25,ROCK,,0,17100,374,45.72192513368984
WOOBAT,65,45,43,55,43,72,PSYCHIC,FLYING,0,25355,334,75.91317365269461
SWOOBAT,67,57,55,77,55,114,PSYCHIC,FLYING,0,22562,338,66.75147928994083
DRILBUR,60,85,40,30,45,68,GROUND,,0,27507,324,84.89814814814815
EXCADRILL,110,135,60,50,65,88,GROUND,STEEL,0,19171,424,45.214622641509436
AUDINO,103,60,86,60,86,50,NORMAL,,0,17724,410,43.229268292682924
TIMBURR,75,80,55,25,35,35,FIGHTING,,0,26216,354,74.05649717514125
GURDURR,85,105,85,40,50,40,FIGHTING,,0,21391,374,57.1951871657754
CONKELDURR,105,140,95,55,65,45,FIGHTING,,0,19219,414,46.42270531400966
TYMPOLE,50,50,40,50,40,64,WATER,,0,25818,304,84.92763157894737
PALPITOAD,75,65,55,65,55,69,WATER,GROUND,0,23887,354,67.4774011299435
SEISMITOAD,105,95,75,85,75,74,WATER,GROUND,0,20056,414,48.44444444444444
THROH,120,100,85,30,85,45,FIGHTING,,0,18480,444,41.62162162162162
SAWK,75,125,75,30,75,85,FIGHTING,,0,19905,354,56.228813559322035
SEWADDLE,45,53,70,40,60,42,BUG,GRASS,0,27418,294,93.25850340136054
SWADLOON,55,63,90,50,80,42,BUG,GRASS,0,23440,314,74.64968152866243
LEAVANNY,75,103,80,70,70,92,BUG,GRASS,0,25242,354,71.30508474576271
VENIPEDE,30,45,59,30,39,57,BUG,POISON,0,24897,264,94.30681818181819
WHIRLIPEDE,40,55,99,40,79,47,BUG,POISON,0,17752,284,62.50704225352113
SCOLIPEDE,60,100,89,55,69,112,BUG,POISON,0,19123,324,59.02160493827161
COTTONEE,40,27,60,37,50,66,GRASS,FAIRY,0,23919,284,84.22183098591549
WHIMSICOTT,60,67,85,77,75,116,GRASS,FAIRY,0,19409,324,59.90432098765432
PETILIL,45,35,50,70,50,30,GRASS,,0,26241,294,89.25510204081633
LILLIGANT,70,60,75,110,75,90,GRASS,,0,21081,344,61.281976744186046
BASCULIN,70,92,65,80,55,98,WATER,,0,21077,344,61.270348837209305
SANDILE,50,72,35,35,35,65,GROUND,DARK,0,30902,304,101.65131578947368
KROKOROK,60,82,45,45,45,74,GROUND,DARK,0,27685,324,85.44753086419753
KROOKODILE,95,117,80,65,70,92,GROUND,DARK,0,21038,394,53.39593908629442
DARUMAKA,70,90,45,15,45,50,FIRE,,0,24000,344,69.76744186046511
DARMANITAN,105,140,55,30,55,95,FIRE,,0,21815,414,52.693236714975846
MARACTUS,75,86,67,106,67,60,GRASS,,0,22496,354,63.548022598870055
DWEBBLE,50,65,85,35,35,55,BUG,ROCK,0,22729,304,74.76644736842105
CRUSTLE,70,105,125,65,75,45,BUG,ROCK,0,16424,344,47.74418604651163
SCRAGGY,50,75,70,35,70,48,DARK,FIGHTING,0,20310,304,66.8092105263158
SCRAFTY,65,90,115,45,115,58,DARK,FIGHTING,0,14837,334,44.42215568862275
SIGILYPH,72,58,80,103,80,97,PSYCHIC,FLYING,0,18226,348,52.37356321839081
YAMASK,38,30,85,55,65,30,GHOST,,0,14962,280,53.43571428571428
COFAGRIGUS,58,50,145,95,105,30,GHOST,,0,10802,320,33.75625
TIRTOUGA,54,78,103,53,45,22,WATER,ROCK,0,22732,312,72.85897435897436
CARRACOSTA,74,108,133,83,65,32,WATER,ROCK,0,18957,352,53.85511363636363
ARCHEN,55,90,43,54,43,70,ROCK,FLYING,0,24643,314,78.48089171974522
ARCHEOPS,75,120,65,60,65,110,ROCK,FLYING,0,19976,354,56.429378531073446
TRUBBISH,50,50,62,40,62,65,POISON,,0,20240,304,66.57894736842105
GARBODOR,80,95,82,60,82,75,POISON,,0,17199,364,47.25
ZORUA,40,65,40,80,40,65,DARK,,0,26636,284,93.78873239436619
ZOROARK,60,105,60,120,60,105,DARK,,0,21819,324,67.3425925925926
MINCCINO,55,50,40,40,40,75,NORMAL,,0,26661,314,84.90764331210191
CINCCINO,75,95,60,65,60,115,NORMAL,,0,21834,354,61.67796610169491
GOTHITA,45,30,50,55,65,45,PSYCHIC,,0,23209,294,78.9421768707483
GOTHORITA,60,45,70,75,85,55,PSYCHIC,,0,19611,324,60.52777777777778
GOTHITELLE,70,55,95,95,110,65,PSYCHIC,,0,16374,344,47.598837209302324
SOLOSIS,45,30,40,105,50,20,PSYCHIC,,0,26137,294,88.90136054421768
DUOSION,65,40,50,125,60,30,PSYCHIC,,0,23622,334,70.72455089820359
REUNICLUS,110,65,75,125,85,30,PSYCHIC,,0,19117,424,45.0872641509434
DUCKLETT,62,44,50,44,50,55,WATER,FLYING,0,22375,328,68.21646341463415
SWANNA,75,87,63,87,63,98,WATER,FLYING,0,19817,354,55.98022598870057
VANILLITE,36,50,50,65,60,44,ICE,,0,26579,276,96.30072463768116
VANILLISH,51,65,65,80,75,59,ICE,,0,23263,306,76.02287581699346
VANILLUXE,71,95,85,110,95,79,ICE,,0,19997,346,57.79479768786127
DEERLING,60,60,50,40,50,75,NORMAL,GRASS,0,27222,324,84.01851851851852
SAWSBUCK,80,100,70,60,70,95,NORMAL,GRASS,0,22796,364,62.62637362637363
EMOLGA,55,75,60,75,60,103,ELECTRIC,FLYING,0,18381,314,58.538216560509554
KARRABLAST,50,75,45,40,45,60,BUG,,0,25892,304,85.17105263157895
ESCAVALIER,70,135,105,60,105,20,BUG,STEEL,0,13847,344,40.252906976744185
FOONGUS,69,55,45,55,55,15,GRASS,POISON,0,24953,342,72.96198830409357
AMOONGUSS,114,85,70,85,80,30,GRASS,POISON,0,19989,432,46.270833333333336
FRILLISH,55,40,50,65,85,40,WATER,GHOST,0,16607,314,52.888535031847134
JELLICENT,100,60,70,85,105,60,WATER,GHOST,0,14129,404,34.972772277227726
ALOMOMOLA,165,75,80,40,45,65,WATER,,0,20754,534,38.86516853932584
JOLTIK,50,47,50,57,50,65,BUG,ELECTRIC,0,22851,304,75.16776315789474
GALVANTULA,70,77,60,97,60,108,BUG,ELECTRIC,0,20805,344,60.479651162790695
FERROSEED,44,50,91,24,86,10,GRASS,STEEL,0,16134,292,55.25342465753425
FERROTHORN,74,94,131,54,116,20,GRASS,STEEL,0,12921,352,36.70738636363637
KLINK,40,55,70,45,60,30,STEEL,,0,17208,284,60.59154929577465
KLANG,60,80,95,70,85,50,STEEL,,0,14186,324,43.78395061728395
KLINKLANG,60,100,115,70,85,90,STEEL,,0,13252,324,40.901234567901234
TYNAMO,35,55,40,45,40,60,ELECTRIC,,0,24864,274,90.74452554744525
EELEKTRIK,65,85,70,75,70,40,ELECTRIC,,0,18710,334,56.01796407185629
EELEKTROSS,85,115,80,105,80,50,ELECTRIC,,0,17259,374,46.14705882352941
ELGYEM,55,55,55,85,55,30,PSYCHIC,,0,23457,314,74.70382165605096
BEHEEYEM,75,75,75,125,95,40,PSYCHIC,,0,18594,354,52.52542372881356
LITWICK,50,30,55,65,55,20,GHOST,FIRE,0,17942,304,59.01973684210526
LAMPENT,60,40,60,95,60,55,GHOST,FIRE,0,17086,324,52.73456790123457
CHANDELURE,60,55,90,145,90,80,GHOST,FIRE,0,13528,324,41.75308641975309
AXEW,46,87,60,30,40,57,DRAGON,,0,21999,296,74.32094594594595
FRAXURE,66,117,70,40,50,67,DRAGON,,0,20022,336,59.589285714285715
HAXORUS,76,147,90,60,70,97,DRAGON,,0,17015,356,47.79494382022472
CUBCHOO,55,70,40,60,40,40,ICE,,0,30718,314,97.828025477707
BEARTIC,95,130,80,70,80,50,ICE,,0,21346,394,54.17766497461929
CRYOGONAL,80,50,50,95,135,105,ICE,,0,22270,364,61.18131868131868
SHELMET,50,40,85,40,65,25,BUG,,0,19715,304,64.85197368421052
ACCELGOR,80,70,40,100,60,145,BUG,,0,25135,364,69.0521978021978
STUNFISK,109,66,84,81,99,32,GROUND,ELECTRIC,0,18078,422,42.838862559241704
MIENFOO,45,85,50,55,50,65,FIGHTING,,0,24788,294,84.31292517006803
MIENSHAO,65,125,60,95,60,105,FIGHTING,,0,22576,334,67.59281437125749
DRUDDIGON,77,120,90,60,90,48,DRAGON,,0,15938,358,44.5195530726257
GOLETT,59,74,50,35,50,35,GROUND,GHOST,0,21162,322,65.72049689440993
GOLURK,89,124,80,55,80,55,GROUND,GHOST,0,16347,382,42.79319371727749
PAWNIARD,45,85,70,40,40,60,DARK,STEEL,0,21026,294,71.51700680272108
BISHARP,65,125,100,60,70,70,DARK,STEEL,0,16396,334,49.08982035928144
BOUFFALANT,95,110,95,40,95,55,NORMAL,,0,16636,394,42.223350253807105
RUFFLET,70,83,50,37,50,60,NORMAL,FLYING,0,22535,344,65.50872093023256
BRAVIARY,100,123,75,57,75,80,NORMAL,FLYING,0,18100,404,44.801980198019805
VULLABY,70,55,75,45,65,60,DARK,FLYING,0,18188,344,52.872093023255815
MANDIBUZZ,110,65,105,55,95,80,DARK,FLYING,0,14613,424,34.464622641509436
HEATMOR,85,97,66,105,66,65,FIRE,,0,19698,374,52.668449197860966
DURANT,58,109,112,48,48,109,BUG,STEEL,0,17361,320,54.253125
DEINO,52,65,50,45,50,38,DARK,DRAGON,0,23631,308,76.72402597402598
ZWEILOUS,72,85,70,65,70,58,DARK,DRAGON,0,19791,348,56.87068965517241
HYDREIGON,92,105,90,125,90,98,DARK,DRAGON,0,17044,388,43.92783505154639
LARVESTA,55,85,55,50,55,60,BUG,FIRE,0,23185,314,73.8375796178344
VOLCARONA,85,60,65,135,105,100,BUG,FIRE,0,18749,374,50.13101604278075
COBALION,91,90,129,90,72,108,STEEL,FIGHTING,0,13907,386,36.02849740932643
TERRAKION,91,129,90,72,90,108,ROCK,FIGHTING,0,19756,386,51.181347150259064
VIRIZION,91,90,72,90,129,108,GRASS,FIGHTING,0,20235,386,52.42227979274612
TORNADUS,79,115,70,125,80,111,FLYING,,0,18056,362,49.87845303867403
THUNDURUS,79,115,70,125,80,111,ELECTRIC,FLYING,0,16306,362,45.04419889502763
RESHIRAM,100,120,100,150,120,90,DRAGON,FIRE,0,13610,404,33.68811881188119
ZEKROM,100,150,120,120,100,90,DRAGON,ELECTRIC,0,13619,404,33.710396039603964
LANDORUS,89,125,90,115,80,101,GROUND,FLYING,0,17279,382,45.23298429319372
KYUREM,125,130,90,130,90,95,DRAGON,ICE,0,18358,454,40.436123348017624
KELDEO,91,72,90,129,90,108,WATER,FIGHTING,0,18030,386,46.70984455958549
MELOETTA,100,77,77,128,128,90,NORMAL,PSYCHIC,0,16862,404,41.73762376237624
GENESECT,71,120,95,120,95,99,BUG,STEEL,0,14788,346,42.73988439306358
CHESPIN,56,61,65,48,45,38,GRASS,,0,24901,316,78.8006329113924
QUILLADIN,61,78,95,56,58,57,GRASS,,0,20839,326,63.923312883435585
CHESNAUGHT,88,107,122,74,75,64,GRASS,FIGHTING,0,19541,380,51.42368421052632
FENNEKIN,40,45,40,62,60,60,FIRE,,0,23381,284,82.3274647887324
BRAIXEN,59,59,58,90,70,73,FIRE,,0,20256,322,62.90683229813665
DELPHOX,75,69,72,114,100,104,FIRE,PSYCHIC,0,17998,354,50.84180790960452
FROAKIE,41,56,40,62,44,71,WATER,,0,25325,286,88.54895104895105
